nrep Nvals NCD pAvals pBvals pCvals pDvals rab rcd mr_2_True mr_2_hap mr_2_geno sdr_2_True sdr_2_hap sdr_2_geno corhg hapb genp
1000 100 100 0.35 0.35 0.45 0.45 0.2 0.2 0.2 0.200878411701286 0.205458819960692 0 0.0579004795502014 0.0771192976099866 0.761273390787514 0.631509423410601 0.0254152760316915
1000 100 100 0.45 0.45 0.45 0.45 0.2 0.2 0.2 0.205153003414588 0.210927449842912 0 0.0545367818400916 0.0750856157760042 0.737872494334351 0.00287736320249414 4.71908420424952e-06
1000 100 100 0.45 0.45 0.45 0.45 0.2 0.2 0.2 0.207644057415132 0.209179791699142 0 0.0575629686920541 0.077136733809707 0.756532341256202 2.91591164524022e-05 0.000177434934518311
1000 100 100 0.05 0.05 0.05 0.05 0.4 0.4 0.4 0.413563712508187 0.414869092820604 0 0.167262632315406 0.172605160661927 0.957020639589076 0.0104817250479695 0.00655926790633667
1000 100 100 0.05 0.05 0.15 0.15 0.4 0.4 0.4 0.400523323164773 0.401073118878501 0 0.122158861960118 0.128281600423353 0.936658725347687 0.892267116706092 0.791422112184615
1000 100 100 0.05 0.05 0.25 0.25 0.4 0.4 0.4 0.402485032799245 0.400866682155257 0 0.100890780973924 0.106197379566877 0.934592803862259 0.436224203964355 0.796402126103123
1000 100 100 0.05 0.05 0.35 0.35 0.4 0.4 0.4 0.407155860067866 0.406627506389796 0 0.097836855095144 0.104141051790053 0.929486742634276 0.0209298130771677 0.044438992710502
1000 100 100 0.05 0.05 0.45 0.45 0.4 0.4 0.4 0.401688179532227 0.399054592104429 0 0.0869750573145906 0.0943832687266733 0.915266944309963 0.539490013901207 0.751495285360755
1000 100 100 0.05 0.05 0.05 0.05 0.4 0.4 0.4 0.413796570400316 0.414286555150294 0 0.16212785056399 0.16810746107437 0.962052769268853 0.00724279556509419 0.00731962266027705
1000 100 100 0.05 0.05 0.15 0.15 0.4 0.4 0.4 0.411607433117957 0.413669191877925 0 0.119445081517907 0.125799169747244 0.930463962087227 0.00217636538011828 0.000614460357295082
1000 100 100 0.05 0.05 0.25 0.25 0.4 0.4 0.4 0.406570418081404 0.408445367770794 0 0.101603294725563 0.105949802843101 0.923085220358532 0.0411202308688112 0.0118674845795966
1000 100 100 0.05 0.05 0.35 0.35 0.4 0.4 0.4 0.401141672503864 0.401593193210417 0 0.092703495097829 0.100091198300271 0.921121094560871 0.697030455170843 0.614827157109108
1000 100 100 0.05 0.05 0.45 0.45 0.4 0.4 0.4 0.399733498550933 0.399817893341675 0 0.0883513286131282 0.0960586671132763 0.914403393268006 0.924027042034306 0.952207438490175
1000 100 100 0.15 0.15 0.15 0.15 0.4 0.4 0.4 0.408660721223661 0.408752839183389 0 0.09684915370331 0.109668260419845 0.887663466442459 0.00477964052052674 0.0117609706497538
1000 100 100 0.15 0.15 0.25 0.25 0.4 0.4 0.4 0.401510962558972 0.401243946083663 0 0.0889586974217286 0.102660386000186 0.865679552745201 0.591309487138816 0.701670553525543
1000 100 100 0.15 0.15 0.35 0.35 0.4 0.4 0.4 0.401616357141697 0.402676367148129 0 0.0844022267124558 0.0954143918189758 0.869502868013711 0.544920220436761 0.37528338818276
1000 100 100 0.15 0.15 0.45 0.45 0.4 0.4 0.4 0.400410980320699 0.402039396223776 0 0.078230465730898 0.0909849743845897 0.842325128944479 0.868089150013203 0.478605635949358
1000 100 100 0.15 0.15 0.15 0.15 0.4 0.4 0.4 0.405321065508591 0.405107930562547 0 0.0961012245201337 0.109189265712293 0.867376415108811 0.0802642551087551 0.139367411430594
1000 100 100 0.15 0.15 0.25 0.25 0.4 0.4 0.4 0.407631574469854 0.407857000775088 0 0.0878021201390565 0.100089038023876 0.852192513061926 0.00609319529773696 0.013213733515909
1000 100 100 0.15 0.15 0.35 0.35 0.4 0.4 0.4 0.405118757376143 0.407511467103092 0 0.07981427710939 0.0912021806072859 0.835580407752995 0.0428175731999755 0.00933825390951588
1000 100 100 0.15 0.15 0.45 0.45 0.4 0.4 0.4 0.403409613339799 0.403528901102154 0 0.0795100332553326 0.0915157203616355 0.84355784578675 0.175382240709709 0.222982793766407
1000 100 100 0.25 0.25 0.25 0.25 0.4 0.4 0.4 0.404817750186736 0.401958440967276 0 0.0844252417325257 0.0992776070830194 0.842538683561202 0.0714442037327343 0.532888318214561
1000 100 100 0.25 0.25 0.35 0.35 0.4 0.4 0.4 0.402890781750674 0.403719734202447 0 0.0813965529613458 0.0980260936089862 0.844867540287991 0.261674882348747 0.230435672336466
1000 100 100 0.25 0.25 0.45 0.45 0.4 0.4 0.4 0.408063524421664 0.411702195495349 0 0.0742119639972126 0.0895555266029341 0.807414898578404 0.000614710167787216 3.89508253856031e-05
1000 100 100 0.25 0.25 0.25 0.25 0.4 0.4 0.4 0.405739177795404 0.405971908572389 0 0.0828702441450388 0.0965040068210023 0.833107186343897 0.0287522998059173 0.0506378863685973
1000 100 100 0.25 0.25 0.35 0.35 0.4 0.4 0.4 0.402033070179077 0.402381755732568 0 0.0773382299493691 0.0931046860132933 0.824594101332007 0.406002427750034 0.418732235155883
1000 100 100 0.25 0.25 0.45 0.45 0.4 0.4 0.4 0.402070185341612 0.404908818216477 0 0.0758363696642004 0.0920027526717253 0.820558914697519 0.388212567543125 0.0918699350316785
1000 100 100 0.35 0.35 0.35 0.35 0.4 0.4 0.4 0.40501675054521 0.405852129708896 0 0.0736452979057857 0.0905374854263405 0.799558951101437 0.031466397309728 0.0412131982577896
1000 100 100 0.35 0.35 0.45 0.45 0.4 0.4 0.4 0.40127765414297 0.403594391794524 0 0.0673968505351937 0.0848773837928233 0.779169451744076 0.548989687565154 0.180822234313556
1000 100 100 0.35 0.35 0.35 0.35 0.4 0.4 0.4 0.407314304809153 0.40775002628829 0 0.0731347915050722 0.0921332193125583 0.811452048128907 0.00161064373417489 0.00793845639789483
1000 100 100 0.35 0.35 0.45 0.45 0.4 0.4 0.4 0.406959719238725 0.405974860479996 0 0.0705036902984393 0.0873710090521206 0.786772812114865 0.00185027949216957 0.0308147482396413
1000 100 100 0.45 0.45 0.45 0.45 0.4 0.4 0.4 0.403622789136278 0.403781419190107 0 0.064982843432666 0.082376873372137 0.774374987253981 0.0782116518010346 0.146924432533012
1000 100 100 0.45 0.45 0.45 0.45 0.4 0.4 0.4 0.400778071701929 0.39803504386803 0 0.0698085776676098 0.0861988674098178 0.790676176591523 0.724567050235731 0.471163924419863
1000 100 100 0.05 0.05 0.05 0.05 0.2 0.2 0.2 0.212199750663701 0.21400550202303 0 0.126572150340876 0.134702880057287 0.932649827090231 0.00236441690395484 0.00104448641438709
1000 100 100 0.05 0.05 0.15 0.15 0.2 0.2 0.2 0.206243860636066 0.206564495282373 0 0.0968114754919797 0.106447189351458 0.917551811429194 0.0416616083376232 0.0514381148756463
1000 100 100 0.05 0.05 0.25 0.25 0.2 0.2 0.2 0.206600357869209 0.208605803010554 0 0.0808954498713477 0.089663146052548 0.906678713153339 0.0100178201758779 0.00246657847055333
1000 100 100 0.05 0.05 0.35 0.35 0.2 0.2 0.2 0.204815809473537 0.207286676012418 0 0.0759402487428984 0.0857120978245467 0.9050908657208 0.0451914751777368 0.00729987925620358
1000 100 100 0.05 0.05 0.45 0.45 0.2 0.2 0.2 0.206622168268642 0.208387563260171 0 0.0734492429830986 0.081663070717682 0.895614352922336 0.00444648494579142 0.00120109415286664
1000 100 100 0.05 0.05 0.05 0.05 0.2 0.2 0.2 0.215887026803304 0.215476505101521 0 0.124962198026784 0.131363253341832 0.942251073788735 6.24835866268635e-05 0.000205748898276898
1000 100 100 0.05 0.05 0.15 0.15 0.2 0.2 0.2 0.210446883257568 0.210222941361835 0 0.0935796497826829 0.0996346922849129 0.904300316375744 0.00043410356757792 0.00121505577472262
1000 100 100 0.05 0.05 0.25 0.25 0.2 0.2 0.2 0.207876526630183 0.208243615018018 0 0.0836922656348744 0.0940170184882789 0.904287263973468 0.00298959869079579 0.00566183808916234
1000 100 100 0.05 0.05 0.35 0.35 0.2 0.2 0.2 0.208209973638644 0.209085180459347 0 0.0759338897001153 0.0852637060505306 0.902606981266111 0.000653776601069716 0.000781755513795302
1000 100 100 0.05 0.05 0.45 0.45 0.2 0.2 0.2 0.209051660274856 0.210084484935157 0 0.0732272233587066 0.0820939206094491 0.898210225541936 9.89660552456185e-05 0.000109259983378412
1000 100 100 0.15 0.15 0.15 0.15 0.2 0.2 0.2 0.203993858262586 0.206809134334458 0 0.080535134603684 0.0930798142068271 0.844710889916278 0.117146242357782 0.0209071641585639
1000 100 100 0.15 0.15 0.25 0.25 0.2 0.2 0.2 0.201813294049445 0.204056828010225 0 0.0707789548564022 0.0835166751112043 0.83033653059043 0.418048348584393 0.124835775828067
1000 100 100 0.15 0.15 0.35 0.35 0.2 0.2 0.2 0.206254868446192 0.20768881107857 0 0.0658862712020431 0.0800737794899227 0.817530047809656 0.00274805025421523 0.00245575728328003
1000 100 100 0.15 0.15 0.45 0.45 0.2 0.2 0.2 0.204092802073968 0.206856046631493 0 0.0629469154031492 0.0784227921072885 0.803856753965483 0.0400313104324513 0.00580426642891087
1000 100 100 0.15 0.15 0.15 0.15 0.2 0.2 0.2 0.206896219434545 0.207143238604124 0 0.0778994861032765 0.0902601879565626 0.842185194367571 0.00521719233122848 0.0124857828594795
1000 100 100 0.15 0.15 0.25 0.25 0.2 0.2 0.2 0.205226181504964 0.209392137223336 0 0.0717578703123915 0.0857954183800065 0.832086773264272 0.0214772586258677 0.000559322825371915
1000 100 100 0.15 0.15 0.35 0.35 0.2 0.2 0.2 0.201666371387886 0.205549297044822 0 0.06639444064788 0.0802914618214321 0.802375382578584 0.427575913797262 0.0290772478651842
1000 100 100 0.15 0.15 0.45 0.45 0.2 0.2 0.2 0.203638129196192 0.205129390487114 0 0.0636163952558097 0.080264896638351 0.80375974339239 0.0708354202368665 0.0435587463422873
1000 100 100 0.25 0.25 0.25 0.25 0.2 0.2 0.2 0.200859384521882 0.204768179656131 0 0.0631963756112147 0.0800734364902733 0.800991658492339 0.66726900924673 0.0599825905768257
1000 100 100 0.25 0.25 0.35 0.35 0.2 0.2 0.2 0.20099845007204 0.204389586757011 0 0.0623614611903769 0.080157110461007 0.773603399460698 0.612756021982425 0.0836293469952255
1000 100 100 0.25 0.25 0.45 0.45 0.2 0.2 0.2 0.203896223241238 0.203455876146834 0 0.0616633154484647 0.0766091439894743 0.756411846641732 0.0459766600246161 0.154031021167464
1000 100 100 0.25 0.25 0.25 0.25 0.2 0.2 0.2 0.20632445015074 0.205499808904271 0 0.0635299283137495 0.0805074207852075 0.800817936144952 0.00169225246106335 0.0309876025574545
1000 100 100 0.25 0.25 0.35 0.35 0.2 0.2 0.2 0.202343751557599 0.2061371354466 0 0.0612297050945673 0.0750273625505691 0.760819016550888 0.226389847590179 0.00983040716309922
1000 100 100 0.25 0.25 0.45 0.45 0.2 0.2 0.2 0.20689966683787 0.206606568751044 0 0.0605728860682726 0.078641359221316 0.783933703589408 0.000331262677931809 0.00801931930362164
1000 100 100 0.35 0.35 0.35 0.35 0.2 0.2 0.2 0.203804305736939 0.206164339581656 0 0.0579442115433142 0.0755375324633701 0.755382539034283 0.038132414812422 0.0100040687591554
1000 100 100 0.35 0.35 0.45 0.45 0.2 0.2 0.2 0.203584629687855 0.207811143131838 0 0.0568971482537427 0.0759135319637157 0.738367713240014 0.0466104212642509 0.00117677342664666
1000 100 100 0.35 0.35 0.35 0.35 0.2 0.2 0.2 0.20470920470663 0.206306922660073 0 0.0606008683353648 0.0796789206935772 0.791158662845593 0.0141652760017954 0.0124706136260077
1000 100 100 0.35 0.35 0.45 0.45 0.2 0.2 0.2 0.203493898358565 0.207117770818097 0 0.0592556852361055 0.079027064542484 0.763751583323158 0.0625338492993375 0.00448712699086709
1000 100 100 0.45 0.45 0.45 0.45 0.2 0.2 0.2 0.202609799835312 0.205657477235234 0 0.0563893349877319 0.0747237135496285 0.742410210526039 0.143629051954975 0.0168392049067871
1000 100 100 0.45 0.45 0.45 0.45 0.2 0.2 0.2 0.205307620469398 0.207286598639458 0 0.0560968411220406 0.0750724341411057 0.745522287545732 0.00283965949959117 0.00220326356045733
1000 100 100 0.05 0.05 0.05 0.05 0.6 0.6 0.6 0.606510049449465 0.605999897862292 0 0.167528776544957 0.172260296105674 0.976957850321249 0.219421681083659 0.270972905487171
1000 100 100 0.05 0.05 0.15 0.15 0.6 0.6 0.6 0.593135038640381 0.592912310098243 0 0.120140823336515 0.124513126128864 0.955766869509698 0.0710699609448606 0.0721510644328589
1000 100 100 0.05 0.05 0.25 0.25 0.6 0.6 0.6 0.604002215456222 0.604445869559595 0 0.103050734843656 0.107872364923093 0.94766276081993 0.219682099233779 0.19277047731332
1000 100 100 0.05 0.05 0.35 0.35 0.6 0.6 0.6 0.603532296808239 0.603854005066078 0 0.093978778142413 0.0977323228833783 0.947240801302365 0.234888549282122 0.212681767204407
1000 100 100 0.05 0.05 0.45 0.45 0.6 0.6 0.6 0.603147130103091 0.603939461988268 0 0.0899991357231692 0.0949805720009728 0.949876814273544 0.269079570699278 0.189955736549547
1000 100 100 0.05 0.05 0.05 0.05 0.6 0.6 0.6 0.603138793328864 0.603610498688466 0 0.164839964007939 0.16865374582804 0.971145695722423 0.547215066856867 0.498579954541231
1000 100 100 0.05 0.05 0.15 0.15 0.6 0.6 0.6 0.608615368585884 0.608271907991281 0 0.122664800894019 0.128684963402455 0.956701273672961 0.0265727007922413 0.0423447047660661
1000 100 100 0.05 0.05 0.25 0.25 0.6 0.6 0.6 0.600164244466842 0.60131526714165 0 0.102337316703076 0.10763377513674 0.950957087561159 0.959532953930883 0.699264105899549
1000 100 100 0.05 0.05 0.35 0.35 0.6 0.6 0.6 0.605324580529433 0.6060162708609 0 0.0927049854209767 0.0986821983933495 0.945441540608967 0.0696273599768512 0.0541485181038564
1000 100 100 0.05 0.05 0.45 0.45 0.6 0.6 0.6 0.600868452401355 0.599932953200329 0 0.0914663581157675 0.097047161070961 0.943764814062506 0.76404808331969 0.982574228504328
1000 100 100 0.15 0.15 0.15 0.15 0.6 0.6 0.6 0.605091783552402 0.609751082549703 0 0.100573158918411 0.106748170734158 0.913498385612976 0.109695920970992 0.00395275580913572
1000 100 100 0.15 0.15 0.25 0.25 0.6 0.6 0.6 0.601717534016206 0.599770789264602 0 0.0872226054187294 0.0969822202166814 0.90335638123611 0.53362621924205 0.940437948964925
1000 100 100 0.15 0.15 0.35 0.35 0.6 0.6 0.6 0.600761725662666 0.60082894165474 0 0.0832115364087148 0.0921143520082786 0.907244948443402 0.772275941945956 0.776028785577704
1000 100 100 0.15 0.15 0.45 0.45 0.6 0.6 0.6 0.603644592299138 0.603254040225461 0 0.0829383381080425 0.090790855105722 0.89473818101171 0.164956266175793 0.257320861531544
1000 100 100 0.15 0.15 0.15 0.15 0.6 0.6 0.6 0.602077523351336 0.599403836892431 0 0.0972475223485146 0.10524820720227 0.92159352451249 0.499472986794284 0.857877755874066
1000 100 100 0.15 0.15 0.25 0.25 0.6 0.6 0.6 0.604190067885595 0.604468872324109 0 0.0856500770911266 0.0940343940971199 0.898645528418925 0.122177390057195 0.133197704283622
1000 100 100 0.15 0.15 0.35 0.35 0.6 0.6 0.6 0.605288920097877 0.603376102574065 0 0.0812088317712045 0.089699360984971 0.884536613081711 0.0397041626637402 0.234243727459066
1000 100 100 0.15 0.15 0.45 0.45 0.6 0.6 0.6 0.603927736647618 0.604301560149377 0 0.0779758146280064 0.086764240171747 0.88743345577173 0.111503956430495 0.117249064765786
1000 100 100 0.25 0.25 0.25 0.25 0.6 0.6 0.6 0.602376237921355 0.602329949841679 0 0.0831987967751636 0.0933370298540653 0.887697309473014 0.366649677601517 0.43007037309519
1000 100 100 0.25 0.25 0.35 0.35 0.6 0.6 0.6 0.603263805382835 0.602280403619599 0 0.0764645356207936 0.0885083142111769 0.85825987632887 0.177391120589616 0.415406081947884
1000 100 100 0.25 0.25 0.45 0.45 0.6 0.6 0.6 0.609285742097835 0.608258010995731 0 0.073743023860492 0.0856680662491935 0.860890546466637 7.33061708701872e-05 0.00236202745892185
1000 100 100 0.25 0.25 0.25 0.25 0.6 0.6 0.6 0.602575681504102 0.59993418352223 0 0.0809722644131175 0.0909931643685684 0.87954375479582 0.314706064947234 0.981756030304507
1000 100 100 0.25 0.25 0.35 0.35 0.6 0.6 0.6 0.605004496179306 0.60596308375913 0 0.0729239268881225 0.082327735077462 0.84620021146175 0.0302303190286928 0.0222016602829672
1000 100 100 0.25 0.25 0.45 0.45 0.6 0.6 0.6 0.602327845307981 0.601113083845793 0 0.072329746470635 0.0839265909283496 0.861340109275639 0.309047573367511 0.675014083253513
1000 100 100 0.35 0.35 0.35 0.35 0.6 0.6 0.6 0.604451203267645 0.605209540982287 0 0.0749061284785715 0.0855373668585367 0.876144441282618 0.0605157599860077 0.0543949315289642
1000 100 100 0.35 0.35 0.45 0.45 0.6 0.6 0.6 0.605049651978231 0.605152947114864 0 0.0705272382468011 0.082522634144325 0.845534241774245 0.0237787944567412 0.048586818510685
1000 100 100 0.35 0.35 0.35 0.35 0.6 0.6 0.6 0.603444900423794 0.60444886356348 0 0.0728397080525869 0.0835093894395192 0.860782968661835 0.135080011692592 0.0923653995909052
1000 100 100 0.35 0.35 0.45 0.45 0.6 0.6 0.6 0.603180482046391 0.603441989775173 0 0.0712865504672089 0.0864225120164501 0.855313921969209 0.15859585008081 0.208160170466643
1000 100 100 0.45 0.45 0.45 0.45 0.6 0.6 0.6 0.603957499131399 0.603115376039681 0 0.0695897994421625 0.0825010184747101 0.8521438316378 0.072422687143185 0.232711055567866
1000 100 100 0.45 0.45 0.45 0.45 0.6 0.6 0.6 0.603164095108765 0.601021725496472 0 0.0672515573353054 0.077145016875908 0.825068964547567 0.137116834769988 0.675438462025116
1000 100 100 0.05 0.05 0.05 0.05 0.4 0.4 0.4 0.422046808313056 0.423843966772698 0 0.16150444025396 0.1669510107484 0.955786023997323 1.74072264140338e-05 7.04102355672748e-06
1000 100 100 0.05 0.05 0.15 0.15 0.4 0.4 0.4 0.408323444456746 0.408646494969294 0 0.120100642174237 0.127320917889362 0.934359782282749 0.0286399467640025 0.0319907231930896
1000 100 100 0.05 0.05 0.25 0.25 0.4 0.4 0.4 0.407381086188087 0.408458019107611 0 0.0988748321726253 0.105173308626969 0.916217939090898 0.0184334678785551 0.0111372816684965
1000 100 100 0.05 0.05 0.35 0.35 0.4 0.4 0.4 0.400807917418679 0.401020746381943 0 0.0918026596555128 0.0996347582560814 0.92711367362753 0.780840403144834 0.746027328225957
1000 100 100 0.05 0.05 0.45 0.45 0.4 0.4 0.4 0.404193667308605 0.404927362806347 0 0.0861865398264261 0.095057162175017 0.9140012807802 0.124193715722014 0.101488231944679
1000 100 100 0.05 0.05 0.05 0.05 0.4 0.4 0.4 0.417177242094532 0.417441029385003 0 0.169827086775912 0.17456924396755 0.962313877740182 0.00142489695717576 0.00162845790076892
1000 100 100 0.05 0.05 0.15 0.15 0.4 0.4 0.4 0.403873701589326 0.40503780309594 0 0.11611342666436 0.12297588945907 0.930893197135309 0.291690105507505 0.195463721576057
1000 100 100 0.05 0.05 0.25 0.25 0.4 0.4 0.4 0.410682130239354 0.407385820426835 0 0.105287373412293 0.111603095366424 0.935828575293662 0.00137747393395707 0.036621065327122
1000 100 100 0.05 0.05 0.35 0.35 0.4 0.4 0.4 0.407085451407264 0.407278042109334 0 0.0973564330095395 0.103716515783249 0.928292727118629 0.0215708790359528 0.0267075185320806
1000 100 100 0.05 0.05 0.45 0.45 0.4 0.4 0.4 0.405633276253749 0.405056194113886 0 0.0888957898963502 0.0961182316912888 0.924694320963679 0.045348501765446 0.0965297377019869
1000 100 100 0.15 0.15 0.15 0.15 0.4 0.4 0.4 0.403205691762125 0.403735443796796 0 0.0987450288591441 0.109109598770924 0.875084866629872 0.304851503395903 0.279234823357742
1000 100 100 0.15 0.15 0.25 0.25 0.4 0.4 0.4 0.404233759846546 0.406479265559029 0 0.0869965974779499 0.100898860138925 0.85518776368423 0.124133648628944 0.0425528476456627
1000 100 100 0.15 0.15 0.35 0.35 0.4 0.4 0.4 0.406252787739584 0.406883318428758 0 0.0849354414807893 0.0974226700857725 0.848574702468084 0.0201105010119681 0.0256851417633025
1000 100 100 0.15 0.15 0.45 0.45 0.4 0.4 0.4 0.402043863122904 0.404454630386927 0 0.0775230778374636 0.0919719348321788 0.833496661335544 0.404637451531589 0.125928189122148
1000 100 100 0.15 0.15 0.15 0.15 0.4 0.4 0.4 0.407661250283461 0.409801498375162 0 0.103976729279527 0.117992332284801 0.896959660772318 0.0200024291444513 0.00874935479147007
1000 100 100 0.15 0.15 0.25 0.25 0.4 0.4 0.4 0.408344025449233 0.410160323325123 0 0.0871756326516897 0.10158059016649 0.865687966310856 0.00253512184579692 0.00160873954451305
1000 100 100 0.15 0.15 0.35 0.35 0.4 0.4 0.4 0.405237471941504 0.405111325183733 0 0.0849879742499232 0.0983219377773 0.86205532959545 0.051600582730844 0.100505486556297
1000 100 100 0.15 0.15 0.45 0.45 0.4 0.4 0.4 0.403751493248025 0.402117947894564 0 0.0785870017020548 0.0920892598418124 0.838586613274952 0.131469210751296 0.467220083733306
1000 100 100 0.25 0.25 0.25 0.25 0.4 0.4 0.4 0.402832180278178 0.402834773755013 0 0.0785390432235989 0.0941840408119984 0.838626675786432 0.254416975313881 0.341433770860414
1000 100 100 0.25 0.25 0.35 0.35 0.4 0.4 0.4 0.406059681303697 0.405084120133911 0 0.0742065445357091 0.0923797610083121 0.824504141090633 0.00995562357256354 0.08210382734378
1000 100 100 0.25 0.25 0.45 0.45 0.4 0.4 0.4 0.404772263110808 0.404788322487923 0 0.0741626183970491 0.0902713054537713 0.804853747437011 0.0421263186813963 0.0937793458060867
1000 100 100 0.25 0.25 0.25 0.25 0.4 0.4 0.4 0.40207448370792 0.403471446936211 0 0.0772195846082443 0.0923435643034061 0.829624433423077 0.395785795644471 0.234806158371423
1000 100 100 0.25 0.25 0.35 0.35 0.4 0.4 0.4 0.403396105347313 0.404707492021204 0 0.0718732093266681 0.0890789916890659 0.812111887912488 0.135434291073106 0.095006111436633
1000 100 100 0.25 0.25 0.45 0.45 0.4 0.4 0.4 0.401309180829211 0.401546441941327 0 0.072309644988243 0.0881957711985569 0.796138167124201 0.567087185043568 0.579374520010697
